,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
73,-34.10955,-70.45895,304.1,1.01,1.01,2022-01-09,329,T,57,6.1NRT,282.66,8.58,N
75,-23.82029,-70.31586,302.25,1.29,1.13,2022-01-09,334,T,48,6.1NRT,286.8,10.43,N
457,-27.00463,-69.87617,331.37,1.36,1.16,2022-01-09,1429,T,74,6.1NRT,313.78,14.44,D
487,-34.11026,-70.45304,331.69,1.14,1.06,2022-01-09,1431,T,81,6.1NRT,310.02,19.01,D
1023,-35.569179999999996,-71.64479,333.28,1.1,1.04,2022-01-09,1855,A,80,6.1NRT,306.45,24.73,D
1024,-35.57117,-71.65682,324.85,1.1,1.04,2022-01-09,1855,A,66,6.1NRT,306.48,13.41,D
1025,-35.565059999999995,-71.65241,327.25,1.1,1.04,2022-01-09,1855,A,71,6.1NRT,306.55,15.47,D
1335,-34.10033,-70.4488,311.98,1.0,1.0,2022-01-10,557,A,84,6.1NRT,286.35,12.94,N
1336,-34.10937,-70.45051,307.64,1.0,1.0,2022-01-10,557,A,72,6.1NRT,286.51,10.18,N
1860,-37.48189,-73.3392,311.67,1.67,1.27,2022-01-10,1518,T,29,6.1NRT,298.15,14.88,D
2226,-38.06929,-72.69502,325.28,3.32,1.72,2022-01-10,1936,A,71,6.1NRT,305.72,77.12,D
2227,-38.05024,-72.67022,322.36,3.34,1.72,2022-01-10,1936,A,34,6.1NRT,304.24,52.73,D
2228,-38.05917,-72.7068,325.05,3.32,1.72,2022-01-10,1936,A,41,6.1NRT,306.06,67.54,D
2792,-34.106559999999995,-70.45329,306.52,1.1,1.05,2022-01-11,319,T,68,6.1NRT,286.34,10.47,N
2793,-34.1081,-70.46555,301.93,1.1,1.05,2022-01-11,319,T,45,6.1NRT,286.41,7.26,N
2811,-23.8224,-70.31596,307.02,1.01,1.0,2022-01-11,321,T,70,6.1NRT,289.13,9.29,N
