,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
771,-16.74285,-70.81395,311.71,1.1,1.04,2022-06-28,1459,T,32,6.1NRT,295.13,6.91,D
773,-17.49465,-71.3544,321.79,1.06,1.03,2022-06-28,1459,T,0,6.1NRT,299.28,14.1,D
778,-38.00985,-70.51051,316.59,2.05,1.39,2022-06-28,1505,T,66,6.1NRT,279.45,51.72,D
779,-38.0117,-70.48804,314.06,2.06,1.4,2022-06-28,1505,T,60,6.1NRT,277.79,46.31,D
780,-38.01142,-70.49433,325.14,2.06,1.4,2022-06-28,1505,T,78,6.1NRT,278.28,77.15,D
3564,-48.63985,-70.6228,311.29,2.33,1.48,2022-06-29,1817,A,62,6.1NRT,275.1,51.56,D
4559,-27.854090000000003,-70.17648,309.84,1.1,1.04,2022-06-30,1450,T,51,6.1NRT,297.47,4.89,D
4562,-32.79869,-70.95199000000001,301.09,1.13,1.06,2022-06-30,1452,T,44,6.1NRT,285.72,6.15,D
4671,-16.75768,-69.85503,309.39,1.0,1.0,2022-06-30,1446,T,55,6.1NRT,293.5,4.25,D
4706,-23.82796,-70.31329000000001,310.9,1.02,1.01,2022-06-30,1448,T,55,6.1NRT,297.45,5.32,D
