,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
2041,-17.130879999999998,-71.77081,319.22,1.45,1.19,2022-05-25,1512,T,38,6.1NRT,299.25,16.5,D
2469,-37.408559999999994,-72.56107,301.59,2.97,1.64,2022-05-25,1934,A,48,6.1NRT,283.26,33.56,D
2670,-32.80128,-70.95092,315.98,1.01,1.01,2022-05-26,321,T,92,6.1NRT,280.31,18.57,N
2916,-49.197959999999995,-69.96613,317.59,1.02,1.01,2022-05-26,1427,T,78,6.1NRT,274.8,21.09,D
3209,-36.41563,-72.61354,300.06,1.19,1.09,2022-05-26,1841,A,25,6.1NRT,278.96,8.54,D
3210,-35.85347,-72.00584,311.65,1.11,1.05,2022-05-26,1841,A,72,6.1NRT,277.94,14.49,D
3211,-35.85503,-72.01825,304.56,1.11,1.05,2022-05-26,1841,A,59,6.1NRT,279.63,8.77,D
3212,-35.33661,-72.1573,302.05,1.12,1.05,2022-05-26,1841,A,44,6.1NRT,279.2,8.39,D
3213,-35.33248,-72.15111999999999,330.04,1.11,1.05,2022-05-26,1841,A,83,6.1NRT,278.97,37.27,D
3214,-35.28246,-72.06161,335.69,1.1,1.05,2022-05-26,1841,A,87,6.1NRT,284.01,45.33,D
3215,-35.28392,-72.07339,313.96,1.11,1.05,2022-05-26,1841,A,60,6.1NRT,282.61,17.11,D
3218,-37.59657,-71.97793,301.58,1.15,1.07,2022-05-26,1838,A,48,6.1NRT,281.84,8.8,D
