,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight,Fuente,brightness,bright_t31,Coordenadas,Locacion,road,city,county,state,country,country_code,industrial,town,isolated_dwelling,hamlet,postcode,building,neighbourhood,region,suburb,amenity,man_made,village,office,historic,aeroway,tourism,state_district,highway,Comuna,REGION,PROVINCIA,COMUNA,ComunaUpper,raw,level_0,index,NOM_REGION,NOM_PROVINCIA
25301,-33.65846,-70.75331,301.36,0.61,0.54,2022-07-23,506,1,nominal,2.0NRT,276.58,1.57,N,J1,,,"-33.65846,-70.75331","Las Guaracas, Calera de Tango, Provincia de Maipo, Región Metropolitana de Santiago, Chile",,,Provincia de Maipo,Región Metropolitana de Santiago,Chile,cl,,Calera de Tango,,Las Guaracas,,,,,,,,,,,,,,,Calera de Tango,13.0,134.0,13403.0,CALERA DE TANGO,"{'place_id': 215549002, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 539847554, 'lat': '-33.6239321146391', 'lon': '-70.79127736196256', 'display_name': 'Avenida Calera de Tango, Condominio Santa Teresa, Palermo, Calera de Tango, Provincia de Maipo, Región Metropolitana de Santiago, 9710000, Chile', 'address': {'road': 'Avenida Calera de Tango', 'neighbourhood': 'Condominio Santa Teresa', 'hamlet': 'Palermo', 'town': 'Calera de Tango', 'county': 'Provincia de Maipo', 'state': 'Región Metropolitana de Santiago', 'postcode': '9710000', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-33.6256422', '-33.623911', '-70.7972306', '-70.7827136']}",81.0,29636.0,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO
25302,-33.6589,-70.81761999999999,332.45,0.62,0.54,2022-07-23,506,1,nominal,2.0NRT,279.91,5.52,N,J1,,,"-33.6589,-70.81761999999999","Camino El Curato, Talagante, Provincia de Talagante, Región Metropolitana de Santiago, Chile",Camino El Curato,,Provincia de Talagante,Región Metropolitana de Santiago,Chile,cl,,,,Talagante,,,,,,,,,,,,,,,,,,,,,82.0,29637.0, , 
25303,-33.65966,-70.81683000000001,328.07,0.62,0.54,2022-07-23,506,1,nominal,2.0NRT,280.03,3.61,N,J1,,,"-33.659659999999995,-70.81683000000001","Camino El Curato, Talagante, Provincia de Talagante, Región Metropolitana de Santiago, Chile",Camino El Curato,,Provincia de Talagante,Región Metropolitana de Santiago,Chile,cl,,,,Talagante,,,,,,,,,,,,,,,,,,,,,83.0,29638.0, , 
25304,-34.1053,-70.45496,331.26,0.58,0.52,2022-07-23,506,1,nominal,2.0NRT,277.18,6.75,N,J1,,,"-34.1053,-70.45496","Planta Caletones División El Teniente de Codelco, Caletones, Machalí, Provincia de Cachapoal, Región del Libertador General Bernardo O'Higgins, Chile",,,Provincia de Cachapoal,Región del Libertador General Bernardo O'Higgins,Chile,cl,Planta Caletones División El Teniente de Codelco,Machalí,,Caletones,,,,,,,,,,,,,,,Machalí,6.0,61.0,6108.0,MACHALÍ,"{'place_id': 282577281, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1664171, 'lat': '-34.182453', 'lon': '-70.6511584', 'display_name': ""Machalí, Provincia de Cachapoal, Región del Libertador General Bernardo O'Higgins, Chile"", 'address': {'town': 'Machalí', 'county': 'Provincia de Cachapoal', 'state': ""Región del Libertador General Bernardo O'Higgins"", 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-34.703403', '-34.0090745', '-70.7244661', '-70.0096881']}",84.0,29639.0,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL
25305,-34.10381,-70.46121,303.17,0.58,0.52,2022-07-23,506,1,nominal,2.0NRT,274.31,3.97,N,J1,,,"-34.103809999999996,-70.46121","Planta Caletones División El Teniente de Codelco, Caletones, Machalí, Provincia de Cachapoal, Región del Libertador General Bernardo O'Higgins, Chile",,,Provincia de Cachapoal,Región del Libertador General Bernardo O'Higgins,Chile,cl,Planta Caletones División El Teniente de Codelco,Machalí,,Caletones,,,,,,,,,,,,,,,Machalí,6.0,61.0,6108.0,MACHALÍ,"{'place_id': 282577281, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1664171, 'lat': '-34.182453', 'lon': '-70.6511584', 'display_name': ""Machalí, Provincia de Cachapoal, Región del Libertador General Bernardo O'Higgins, Chile"", 'address': {'town': 'Machalí', 'county': 'Provincia de Cachapoal', 'state': ""Región del Libertador General Bernardo O'Higgins"", 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-34.703403', '-34.0090745', '-70.7244661', '-70.0096881']}",85.0,29640.0,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL
25306,-36.74238,-73.13195,301.07,0.35,0.56,2022-07-23,508,1,nominal,2.0NRT,278.4,1.24,N,J1,,,"-36.74238,-73.13195","Puerto Huachipato, Avenida Juan Antonio Ríos, Libertad, Talcahuano, Provincia de Concepción, Región del Biobío, 4261172, Chile",Avenida Juan Antonio Ríos,Talcahuano,Provincia de Concepción,Región del Biobío,Chile,cl,,,,,4261172,,Libertad,,,,Puerto Huachipato,,,,,,,,Talcahuano,8.0,81.0,8110.0,TALCAHUANO,"{'place_id': 46585983, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 3975287816, 'lat': '-36.7254541', 'lon': '-73.1053603', 'display_name': 'El Morro, Talcahuano, Provincia de Concepción, Región del Biobío, 4261172, Chile', 'address': {'neighbourhood': 'El Morro', 'city': 'Talcahuano', 'county': 'Provincia de Concepción', 'state': 'Región del Biobío', 'postcode': '4261172', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-36.7354541', '-36.7154541', '-73.1153603', '-73.0953603']}",87.0,29643.0,REGIÓN DEL BIOBÍO,CONCEPCIÓN
25307,-36.74338,-73.12803000000001,310.17,0.35,0.56,2022-07-23,508,1,nominal,2.0NRT,278.13,1.31,N,J1,,,"-36.74338,-73.12803000000001","Puerto Huachipato, Avenida Juan Antonio Ríos, Libertad, Talcahuano, Provincia de Concepción, Región del Biobío, 4261172, Chile",Avenida Juan Antonio Ríos,Talcahuano,Provincia de Concepción,Región del Biobío,Chile,cl,,,,,4261172,,Libertad,,,,Puerto Huachipato,,,,,,,,Talcahuano,8.0,81.0,8110.0,TALCAHUANO,"{'place_id': 46585983, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 3975287816, 'lat': '-36.7254541', 'lon': '-73.1053603', 'display_name': 'El Morro, Talcahuano, Provincia de Concepción, Región del Biobío, 4261172, Chile', 'address': {'neighbourhood': 'El Morro', 'city': 'Talcahuano', 'county': 'Provincia de Concepción', 'state': 'Región del Biobío', 'postcode': '4261172', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-36.7354541', '-36.7154541', '-73.1153603', '-73.0953603']}",88.0,29644.0,REGIÓN DEL BIOBÍO,CONCEPCIÓN
25308,-36.74262,-73.13073,308.24,0.35,0.56,2022-07-23,508,1,nominal,2.0NRT,278.31,1.43,N,J1,,,"-36.74262,-73.13073","Puerto Huachipato, Avenida Juan Antonio Ríos, Libertad, Talcahuano, Provincia de Concepción, Región del Biobío, 4261172, Chile",Avenida Juan Antonio Ríos,Talcahuano,Provincia de Concepción,Región del Biobío,Chile,cl,,,,,4261172,,Libertad,,,,Puerto Huachipato,,,,,,,,Talcahuano,8.0,81.0,8110.0,TALCAHUANO,"{'place_id': 46585983, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 3975287816, 'lat': '-36.7254541', 'lon': '-73.1053603', 'display_name': 'El Morro, Talcahuano, Provincia de Concepción, Región del Biobío, 4261172, Chile', 'address': {'neighbourhood': 'El Morro', 'city': 'Talcahuano', 'county': 'Provincia de Concepción', 'state': 'Región del Biobío', 'postcode': '4261172', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-36.7354541', '-36.7154541', '-73.1153603', '-73.0953603']}",89.0,29645.0,REGIÓN DEL BIOBÍO,CONCEPCIÓN
25309,-36.74364,-73.12682,309.14,0.35,0.56,2022-07-23,508,1,nominal,2.0NRT,278.01,1.26,N,J1,,,"-36.74364,-73.12682","Puerto Huachipato, Avenida Juan Antonio Ríos, Libertad, Talcahuano, Provincia de Concepción, Región del Biobío, 4261172, Chile",Avenida Juan Antonio Ríos,Talcahuano,Provincia de Concepción,Región del Biobío,Chile,cl,,,,,4261172,,Libertad,,,,Puerto Huachipato,,,,,,,,Talcahuano,8.0,81.0,8110.0,TALCAHUANO,"{'place_id': 46585983, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 3975287816, 'lat': '-36.7254541', 'lon': '-73.1053603', 'display_name': 'El Morro, Talcahuano, Provincia de Concepción, Región del Biobío, 4261172, Chile', 'address': {'neighbourhood': 'El Morro', 'city': 'Talcahuano', 'county': 'Provincia de Concepción', 'state': 'Región del Biobío', 'postcode': '4261172', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-36.7354541', '-36.7154541', '-73.1153603', '-73.0953603']}",90.0,29646.0,REGIÓN DEL BIOBÍO,CONCEPCIÓN
25310,-34.10634,-70.45634,295.64,0.72,0.76,2022-07-23,646,1,nominal,2.0NRT,275.87,3.74,N,J1,,,"-34.10634,-70.45634","Planta Caletones División El Teniente de Codelco, Caletones, Machalí, Provincia de Cachapoal, Región del Libertador General Bernardo O'Higgins, Chile",,,Provincia de Cachapoal,Región del Libertador General Bernardo O'Higgins,Chile,cl,Planta Caletones División El Teniente de Codelco,Machalí,,Caletones,,,,,,,,,,,,,,,Machalí,6.0,61.0,6108.0,MACHALÍ,"{'place_id': 282577281, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1664171, 'lat': '-34.182453', 'lon': '-70.6511584', 'display_name': ""Machalí, Provincia de Cachapoal, Región del Libertador General Bernardo O'Higgins, Chile"", 'address': {'town': 'Machalí', 'county': 'Provincia de Cachapoal', 'state': ""Región del Libertador General Bernardo O'Higgins"", 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-34.703403', '-34.0090745', '-70.7244661', '-70.0096881']}",99.0,30389.0,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL
