,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
7338,-17.490289999999998,-71.36009,331.72,0.38,0.36,2022-04-15,557,1,nominal,2.0NRT,290.66,4.52,N
7339,-17.49087,-71.35645,328.98,0.38,0.36,2022-04-15,557,1,nominal,2.0NRT,292.21,4.52,N
7340,-17.49418,-71.35703000000001,328.03,0.38,0.36,2022-04-15,557,1,nominal,2.0NRT,289.3,2.64,N
7341,-17.4936,-71.36066,304.14,0.38,0.36,2022-04-15,557,1,nominal,2.0NRT,289.01,2.64,N
7342,-17.496920000000003,-71.36124000000001,311.27,0.38,0.36,2022-04-15,557,1,nominal,2.0NRT,290.59,2.64,N
7361,-23.78033,-70.31711,305.96,0.42,0.38,2022-04-15,559,1,nominal,2.0NRT,282.65,1.33,N
7362,-23.78379,-70.3177,307.52,0.42,0.38,2022-04-15,559,1,nominal,2.0NRT,284.34,1.55,N
7363,-23.82509,-70.3151,329.5,0.42,0.38,2022-04-15,559,1,nominal,2.0NRT,286.13,3.19,N
7364,-23.82451,-70.31925,300.45,0.42,0.38,2022-04-15,559,1,nominal,2.0NRT,282.88,3.19,N
7375,-34.10447,-70.46082,326.77,0.52,0.41,2022-04-15,601,1,nominal,2.0NRT,279.42,10.33,N
7376,-34.10512,-70.45527,318.3,0.52,0.41,2022-04-15,601,1,nominal,2.0NRT,285.03,14.55,N
7377,-36.86564,-71.37818,320.28,0.51,0.41,2022-04-15,603,1,nominal,2.0NRT,279.5,2.51,N
7381,-37.53178,-71.25163,313.09,0.52,0.42,2022-04-15,603,1,nominal,2.0NRT,280.26,2.23,N
7382,-37.563,-71.1487,299.39,0.53,0.42,2022-04-15,603,1,nominal,2.0NRT,275.03,0.88,N
7387,-37.913140000000006,-72.15562,303.07,0.48,0.4,2022-04-15,603,1,nominal,2.0NRT,279.68,1.03,N
8011,-37.56477,-71.15154,330.71,0.44,0.38,2022-04-15,1824,1,low,2.0NRT,300.98,5.82,D
8012,-37.525259999999996,-71.27152,355.49,0.44,0.38,2022-04-15,1824,1,nominal,2.0NRT,315.53,34.54,D
8013,-37.52584,-71.27622,367.0,0.44,0.38,2022-04-15,1824,1,low,2.0NRT,329.1,34.54,D
8014,-37.52715,-71.27785,367.0,0.44,0.38,2022-04-15,1824,1,high,2.0NRT,309.6,23.81,D
8015,-37.526559999999996,-71.27316,350.58,0.44,0.38,2022-04-15,1824,1,nominal,2.0NRT,311.9,8.99,D
8016,-37.52306,-71.27419,367.0,0.44,0.38,2022-04-15,1824,1,low,2.0NRT,343.44,50.61,D
8017,-37.52365,-71.2789,367.0,0.44,0.38,2022-04-15,1824,1,low,2.0NRT,377.83,123.15,D
8018,-37.51955,-71.27513,337.56,0.44,0.38,2022-04-15,1824,1,low,2.0NRT,310.84,50.61,D
8019,-37.52015,-71.27989000000001,349.34,0.44,0.38,2022-04-15,1824,1,nominal,2.0NRT,306.87,123.15,D
8020,-37.516020000000005,-71.27596,339.28,0.44,0.38,2022-04-15,1824,1,nominal,2.0NRT,303.66,4.72,D
8022,-37.31501,-71.19561,334.25,0.44,0.38,2022-04-15,1824,1,nominal,2.0NRT,303.88,65.6,D
8023,-37.294470000000004,-71.17204,341.34,0.43,0.38,2022-04-15,1824,1,nominal,2.0NRT,304.6,32.71,D
8024,-37.29094,-71.17272,367.0,0.43,0.38,2022-04-15,1824,1,low,2.0NRT,325.93,32.71,D
8047,-32.80433,-70.95309,332.44,0.4,0.37,2022-04-15,1826,1,nominal,2.0NRT,300.97,4.34,D
8108,-20.12181,-70.0786,335.89,0.43,0.38,2022-04-15,1828,1,low,2.0NRT,310.09,1.65,D
8118,-17.452579999999998,-69.95125999999999,335.36,0.47,0.4,2022-04-15,1830,1,low,2.0NRT,309.33,7.73,D
8119,-17.49118,-71.35589,339.79,0.41,0.37,2022-04-15,1830,1,nominal,2.0NRT,308.2,22.45,D
8120,-17.49162,-71.35587,339.15,0.41,0.37,2022-04-15,1830,1,nominal,2.0NRT,308.14,21.62,D
