,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
1176,-23.82508,-70.31658,295.02,0.42,0.37,2022-07-20,559,1,nominal,2.0NRT,281.89,0.8,N
1271,-27.358140000000002,-70.22185,298.14,0.45,0.39,2022-07-20,559,1,nominal,2.0NRT,281.18,0.66,N
1298,-32.80226,-70.95164,310.82,0.47,0.4,2022-07-20,601,1,nominal,2.0NRT,279.1,1.77,N
1301,-33.65948,-70.82133,311.83,0.49,0.4,2022-07-20,601,1,nominal,2.0NRT,276.2,1.25,N
1302,-34.10609,-70.4565,327.2,0.52,0.41,2022-07-20,601,1,nominal,2.0NRT,277.47,4.53,N
1303,-34.10431,-70.4579,326.18,0.52,0.41,2022-07-20,601,1,nominal,2.0NRT,276.06,3.64,N
1304,-34.7039,-70.84871,303.38,0.5,0.41,2022-07-20,601,1,nominal,2.0NRT,272.02,1.37,N
1305,-34.70391,-70.84489,304.0,0.5,0.41,2022-07-20,601,1,nominal,2.0NRT,273.12,1.07,N
4342,-35.58815,-69.51419,367.0,0.39,0.36,2022-07-20,1824,1,high,2.0NRT,298.08,7.39,D
4343,-35.588770000000004,-69.51849,326.2,0.39,0.36,2022-07-20,1824,1,nominal,2.0NRT,293.82,2.87,D
4344,-35.58482,-69.51491,326.71,0.39,0.36,2022-07-20,1824,1,nominal,2.0NRT,294.24,7.39,D
4373,-34.890879999999996,-72.16775,329.09,0.45,0.39,2022-07-20,1824,1,nominal,2.0NRT,291.88,9.61,D
4400,-32.80441,-70.95103,330.81,0.4,0.37,2022-07-20,1826,1,nominal,2.0NRT,295.65,3.09,D
4402,-32.423140000000004,-70.99175,333.93,0.4,0.37,2022-07-20,1826,1,nominal,2.0NRT,292.63,2.44,D
5644,-32.80148,-70.95289,320.04,0.39,0.36,2022-07-21,544,1,nominal,2.0NRT,280.33,2.2,N
5645,-32.75982,-71.47878,309.68,0.39,0.36,2022-07-21,544,1,nominal,2.0NRT,279.91,1.21,N
5647,-34.032509999999995,-70.6131,295.93,0.38,0.36,2022-07-21,544,1,nominal,2.0NRT,276.69,0.6,N
5648,-34.02731,-70.6679,313.01,0.38,0.36,2022-07-21,544,1,nominal,2.0NRT,273.73,1.23,N
5649,-34.10488,-70.45730999999999,340.82,0.38,0.36,2022-07-21,544,1,nominal,2.0NRT,278.85,14.96,N
5650,-34.10552,-70.45315,302.86,0.38,0.36,2022-07-21,544,1,nominal,2.0NRT,274.7,1.42,N
5651,-34.90613,-71.90217,314.25,0.39,0.36,2022-07-21,544,1,nominal,2.0NRT,278.47,1.54,N
8442,-50.79101,-70.78622,336.6,0.61,0.54,2022-07-21,1802,1,nominal,2.0NRT,273.37,5.28,D
8512,-32.6139,-71.37817,334.0,0.43,0.46,2022-07-21,1806,1,nominal,2.0NRT,290.76,2.44,D
8658,-27.415779999999998,-70.25752,332.17,0.49,0.41,2022-07-21,1809,1,nominal,2.0NRT,298.52,2.85,D
11276,-23.82183,-70.31891999999999,296.57,0.5,0.49,2022-07-22,523,1,nominal,2.0NRT,280.98,1.21,N
11353,-32.80336,-70.95494000000001,298.4,0.55,0.43,2022-07-22,523,1,nominal,2.0NRT,278.93,1.25,N
11356,-34.10454,-70.45567,334.37,0.5,0.41,2022-07-22,523,1,nominal,2.0NRT,277.68,6.01,N
