,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
8500,-28.48157,-71.24750999999999,310.26,0.39,0.36,2022-03-17,553,N,nominal,2.0NRT,288.79,0.79,N
8509,-32.8023,-70.95316,315.9,0.42,0.37,2022-03-17,555,N,nominal,2.0NRT,286.82,1.75,N
8510,-33.295120000000004,-70.72974,329.76,0.43,0.38,2022-03-17,555,N,nominal,2.0NRT,288.94,3.42,N
8511,-33.32101,-70.85748000000001,296.13,0.42,0.38,2022-03-17,555,N,nominal,2.0NRT,284.18,1.23,N
8512,-33.323879999999996,-70.86273,316.15,0.42,0.38,2022-03-17,555,N,nominal,2.0NRT,284.4,1.23,N
8513,-33.3245,-70.85814,314.56,0.42,0.38,2022-03-17,555,N,nominal,2.0NRT,284.45,1.23,N
8516,-37.02274,-72.63103000000001,311.51,0.4,0.37,2022-03-17,557,N,nominal,2.0NRT,283.92,0.62,N
8517,-37.12408,-72.64999,305.53,0.4,0.37,2022-03-17,557,N,nominal,2.0NRT,283.21,0.9,N
8518,-38.41278,-73.4558,295.34,0.4,0.37,2022-03-17,557,N,nominal,2.0NRT,281.21,0.37,N
8519,-38.834379999999996,-73.05872,327.91,0.41,0.37,2022-03-17,557,N,nominal,2.0NRT,283.61,2.01,N
8520,-38.83372,-73.06344,302.2,0.41,0.37,2022-03-17,557,N,nominal,2.0NRT,282.04,1.74,N
8521,-39.1815,-72.46021,326.07,0.42,0.38,2022-03-17,557,N,nominal,2.0NRT,283.02,2.79,N
8654,-20.23265,-70.08839,306.72,0.38,0.36,2022-03-17,553,N,nominal,2.0NRT,291.28,0.97,N
8747,-23.78305,-70.31981999999999,309.67,0.39,0.36,2022-03-17,555,N,nominal,2.0NRT,288.81,1.96,N
8748,-23.822770000000002,-70.31525,321.31,0.39,0.36,2022-03-17,555,N,nominal,2.0NRT,289.54,3.34,N
