,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
319,-27.41327,-70.26031,312.39,0.4,0.37,2022-06-03,542,1,nominal,2.0NRT,285.95,26.08,N
320,-27.416629999999998,-70.26102,314.06,0.4,0.37,2022-06-03,542,1,nominal,2.0NRT,277.46,1.4,N
321,-27.417309999999997,-70.257,295.64,0.4,0.37,2022-06-03,542,1,nominal,2.0NRT,282.03,1.4,N
322,-28.479359999999996,-71.2464,298.31,0.41,0.37,2022-06-03,542,1,nominal,2.0NRT,283.45,0.69,N
582,-23.822210000000002,-70.31466,337.08,0.42,0.38,2022-06-03,542,1,nominal,2.0NRT,280.65,4.7,N
583,-23.82497,-70.31945999999999,307.56,0.42,0.38,2022-06-03,542,1,nominal,2.0NRT,280.08,1.28,N
584,-23.825670000000002,-70.31535,298.37,0.42,0.38,2022-06-03,542,1,nominal,2.0NRT,278.02,1.28,N
1912,-27.414640000000002,-70.26096,335.59,0.49,0.4,2022-06-03,1809,1,nominal,2.0NRT,307.57,11.59,D
1945,-23.82646,-70.31251,335.18,0.45,0.39,2022-06-03,1811,1,low,2.0NRT,307.58,4.05,D
1949,-23.32913,-69.85095,335.4,0.43,0.38,2022-06-03,1811,1,nominal,2.0NRT,302.76,1.84,D
3112,-17.48676,-71.3585,326.68,0.38,0.59,2022-06-04,521,1,nominal,2.0NRT,282.56,2.51,N
3113,-17.48869,-71.36005,321.23,0.38,0.59,2022-06-04,521,1,nominal,2.0NRT,282.2,1.85,N
3114,-17.48959,-71.3558,303.56,0.38,0.59,2022-06-04,521,1,nominal,2.0NRT,281.81,1.85,N
3189,-23.821579999999997,-70.31733,298.98,0.49,0.49,2022-06-04,523,1,nominal,2.0NRT,279.04,1.01,N
3190,-23.824379999999998,-70.31574,296.55,0.49,0.49,2022-06-04,523,1,nominal,2.0NRT,280.42,1.5,N
3665,-48.73814,-71.40703,349.06,0.52,0.66,2022-06-04,1743,1,nominal,2.0NRT,275.85,9.51,D
4657,-48.73986,-71.40789000000001,329.37,0.4,0.45,2022-06-04,1923,1,nominal,2.0NRT,270.48,2.06,D
