,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
723,-32.80758,-70.94806,312.38,1.65,1.26,2022-03-08,1507,T,55,6.1NRT,299.6,10.88,D
724,-35.85035,-71.59028,308.68,1.65,1.26,2022-03-08,1507,T,28,6.1NRT,293.93,6.59,D
725,-36.14504,-71.83434,309.06,1.6,1.25,2022-03-08,1509,T,27,6.1NRT,296.59,6.05,D
1239,-33.92198,-71.5551,385.26,3.8,1.82,2022-03-08,1932,A,100,6.1NRT,302.07,1163.58,D
1240,-33.93208,-71.59528,333.65,3.78,1.82,2022-03-08,1932,A,86,6.1NRT,302.61,178.35,D
1241,-33.93224,-71.55966,384.81,3.8,1.82,2022-03-08,1932,A,100,6.1NRT,303.2,1150.08,D
1527,-35.17502,-71.08434,327.25,1.42,1.18,2022-03-09,310,T,100,6.1NRT,285.98,46.44,N
1528,-35.17665,-71.10053,331.51,1.42,1.18,2022-03-09,310,T,100,6.1NRT,285.98,55.53,N
1529,-35.1717,-71.09109000000001,342.04,1.42,1.18,2022-03-09,310,T,100,6.1NRT,286.52,83.32,N
1530,-35.17341,-71.10719,307.58,1.42,1.18,2022-03-09,310,T,72,6.1NRT,285.04,17.55,N
1531,-33.92485,-71.54313,304.9,1.46,1.19,2022-03-09,310,T,62,6.1NRT,285.69,15.04,N
