,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
120,-17.49175,-71.35486999999999,338.09,1.16,1.07,2022-05-12,622,A,100,6.1NRT,289.66,53.66,N
1140,-23.82343,-70.31973,316.13,1.02,1.01,2022-05-13,1450,T,56,6.1NRT,304.2,5.09,D
1141,-27.851129999999998,-70.16843,316.72,1.1,1.05,2022-05-13,1452,T,69,6.1NRT,300.83,9.03,D
1142,-27.860559999999996,-70.16998000000001,317.14,1.1,1.05,2022-05-13,1452,T,72,6.1NRT,302.75,9.42,D
1143,-32.80401,-70.9538,304.2,1.14,1.06,2022-05-13,1454,T,58,6.1NRT,291.52,5.9,D
1144,-32.75835,-71.46746999999999,309.08,1.09,1.04,2022-05-13,1454,T,64,6.1NRT,292.12,8.14,D
1145,-33.298970000000004,-70.7258,304.31,1.18,1.08,2022-05-13,1454,T,52,6.1NRT,292.41,4.99,D
1146,-34.10159,-70.46219,302.17,1.24,1.1,2022-05-13,1454,T,29,6.1NRT,284.83,5.61,D
1147,-34.103190000000005,-70.44882,303.8,1.24,1.11,2022-05-13,1454,T,40,6.1NRT,286.08,6.8,D
1148,-34.10198,-70.45539000000001,305.33,1.24,1.11,2022-05-13,1454,T,28,6.1NRT,285.77,7.51,D
1149,-34.11204,-70.45634,308.61,1.24,1.11,2022-05-13,1454,T,30,6.1NRT,290.55,10.66,D
