,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
224,-33.12825,-71.6758,303.18,1.07,1.03,2022-03-31,555,A,30,6.1NRT,282.74,8.47,N
225,-33.13749,-71.67801999999999,325.61,1.07,1.03,2022-03-31,555,A,100,6.1NRT,285.37,28.56,N
226,-34.10522,-70.45594,309.02,1.0,1.0,2022-03-31,555,A,76,6.1NRT,281.37,13.04,N
227,-37.08982,-72.88676,306.32,1.07,1.03,2022-03-31,555,A,68,6.1NRT,281.14,12.42,N
659,-34.109809999999996,-70.4454,309.76,2.32,1.47,2022-03-31,1512,T,48,6.1NRT,297.85,14.71,D
660,-34.10472,-70.45119,311.75,2.32,1.47,2022-03-31,1512,T,58,6.1NRT,296.78,19.91,D
661,-37.03846,-72.39681999999999,303.09,1.89,1.34,2022-03-31,1514,T,35,6.1NRT,292.79,7.77,D
782,-36.22602,-71.10911,313.41,4.08,1.87,2022-03-31,1756,A,59,6.1NRT,298.89,63.55,D
783,-36.22377,-71.1126,311.87,4.08,1.87,2022-03-31,1756,A,54,6.1NRT,298.35,55.67,D
844,-34.10839,-70.45598000000001,313.52,1.1,1.05,2022-04-01,317,T,87,6.1NRT,283.69,17.17,N
845,-34.10461,-70.46225,305.16,1.1,1.05,2022-04-01,317,T,63,6.1NRT,281.96,11.65,N
846,-32.80753,-70.95221,311.96,1.11,1.05,2022-04-01,317,T,84,6.1NRT,286.78,15.86,N
1005,-34.10885,-70.45989,314.55,1.65,1.26,2022-04-01,1416,T,69,6.1NRT,301.29,14.42,D
1013,-40.52205,-73.2901,301.17,1.72,1.29,2022-04-01,1418,T,45,6.1NRT,286.97,10.88,D
