,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
7,-34.30552,-71.20071,303.35,4.41,1.93,2022-01-01,242,T,55,6.1NRT,285.85,61.32,N
8,-34.2879,-71.2025,304.42,4.41,1.93,2022-01-01,242,T,60,6.1NRT,285.31,67.76,N
9,-34.28817,-71.20959,304.38,4.41,1.93,2022-01-01,242,T,60,6.1NRT,285.12,68.8,N
289,-17.488770000000002,-71.35413,314.14,1.22,1.1,2022-01-01,559,A,89,6.1NRT,288.53,19.97,N
295,-23.81955,-70.31161,304.41,1.0,1.0,2022-01-01,601,A,60,6.1NRT,287.29,8.85,N
297,-34.10606,-70.45233,317.72,1.08,1.04,2022-01-01,603,A,96,6.1NRT,284.96,21.35,N
435,-35.598490000000005,-71.71822,312.42,2.51,1.52,2022-01-01,1522,T,39,6.1NRT,299.42,19.18,D
436,-35.849090000000004,-71.59048,312.75,2.57,1.54,2022-01-01,1522,T,50,6.1NRT,298.18,18.66,D
1411,-23.82143,-70.31734,311.94,1.09,1.04,2022-01-02,327,T,84,6.1NRT,287.85,15.3,N
1417,-17.49346,-71.35233000000001,302.34,1.15,1.07,2022-01-02,329,T,48,6.1NRT,289.38,7.47,N
1482,-34.10645,-70.45254,320.4,1.01,1.01,2022-01-02,323,T,100,6.1NRT,286.43,21.23,N
1483,-34.10794,-70.46358000000001,323.46,1.01,1.01,2022-01-02,323,T,100,6.1NRT,286.16,24.25,N
1767,-33.10263,-70.63129,331.01,1.43,1.18,2022-01-02,1426,T,71,6.1NRT,313.84,18.26,D
1768,-33.10733,-70.66573000000001,335.82,1.44,1.19,2022-01-02,1426,T,83,6.1NRT,313.39,26.55,D
1776,-34.10641,-70.4557,338.11,1.35,1.15,2022-01-02,1426,T,86,6.1NRT,311.14,38.4,D
1793,-45.58331,-72.05337,302.76,1.07,1.03,2022-01-02,1429,T,28,6.1NRT,283.89,5.7,D
2086,-29.151809999999998,-70.8769,336.61,1.23,1.1,2022-01-02,1851,A,81,6.1NRT,316.65,16.6,D
