,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
1302,-36.70711,-72.919,339.29,1.09,1.04,2022-03-03,346,T,100,6.1NRT,283.95,48.25,N
1303,-36.70909,-72.93121,322.94,1.09,1.04,2022-03-03,346,T,97,6.1NRT,279.66,23.43,N
1304,-36.71293,-72.95496,310.08,1.08,1.04,2022-03-03,346,T,8,6.1NRT,275.19,10.71,N
1312,-25.36372,-77.35473,305.54,1.01,1.01,2022-03-03,349,T,32,6.1NRT,281.68,10.56,N
1347,-36.70364,-72.93997,310.16,2.09,1.41,2022-03-03,531,A,79,6.1NRT,284.22,34.61,N
1348,-36.70852,-72.91722,309.17,2.09,1.41,2022-03-03,531,A,77,6.1NRT,282.88,33.35,N
1349,-38.003609999999995,-72.37209,305.74,1.8,1.32,2022-03-03,533,A,65,6.1NRT,285.36,21.78,N
1425,-29.03993,-71.57077,310.32,1.01,1.0,2022-03-03,1446,T,36,6.1NRT,298.54,11.02,D
1426,-32.79908,-70.95554,315.61,1.02,1.01,2022-03-03,1448,T,37,6.1NRT,301.33,4.98,D
1427,-32.80731,-70.95196,322.84,1.02,1.01,2022-03-03,1448,T,76,6.1NRT,302.84,12.53,D
1429,-35.41026,-71.85749,342.51,1.01,1.01,2022-03-03,1448,T,91,6.1NRT,299.49,41.46,D
1430,-35.411809999999996,-71.84634,332.17,1.01,1.01,2022-03-03,1448,T,85,6.1NRT,299.86,25.22,D
1536,-37.6675,-72.06779,315.2,1.03,1.01,2022-03-03,1450,T,70,6.1NRT,296.41,8.51,D
1537,-38.00163,-72.37935999999999,362.91,1.02,1.01,2022-03-03,1450,T,100,6.1NRT,296.68,91.31,D
1538,-38.00322,-72.36775,333.3,1.02,1.01,2022-03-03,1450,T,87,6.1NRT,295.93,28.47,D
1539,-38.4332,-72.64768000000001,319.35,1.02,1.01,2022-03-03,1450,T,74,6.1NRT,300.48,11.16,D
1540,-38.43483,-72.63599,313.22,1.02,1.01,2022-03-03,1450,T,48,6.1NRT,299.08,6.34,D
2016,-48.99892,-70.12456999999999,311.28,1.14,1.06,2022-03-03,1908,A,39,6.1NRT,296.64,7.62,D
2017,-48.98683,-70.1135,391.71,1.14,1.06,2022-03-03,1908,A,100,6.1NRT,299.47,246.76,D
2018,-48.98956,-70.12886999999999,432.02,1.14,1.06,2022-03-03,1908,A,100,6.1NRT,315.07,605.68,D
2019,-48.992290000000004,-70.14423000000001,330.4,1.14,1.06,2022-03-03,1908,A,86,6.1NRT,298.57,29.18,D
