,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
1462,-35.08647,-71.05587,328.23,1.17,1.07,2022-03-28,340,T,100,6.1NRT,286.52,35.44,N
1463,-35.08862,-71.06855,356.51,1.16,1.07,2022-03-28,340,T,100,6.1NRT,287.79,99.52,N
1464,-35.08545,-71.06263,352.27,1.17,1.07,2022-03-28,340,T,100,6.1NRT,289.61,86.12,N
1465,-35.08753,-71.07514,326.84,1.16,1.07,2022-03-28,340,T,100,6.1NRT,284.8,33.87,N
1466,-35.07164,-71.03996,307.69,1.17,1.08,2022-03-28,340,T,72,6.1NRT,287.39,12.35,N
1467,-35.0738,-71.05299000000001,327.43,1.17,1.08,2022-03-28,340,T,100,6.1NRT,290.64,34.72,N
1468,-35.06425,-71.05596,317.76,1.17,1.08,2022-03-28,340,T,96,6.1NRT,287.73,21.54,N
1469,-38.47432,-72.80851,314.77,1.0,1.0,2022-03-28,338,T,90,6.1NRT,281.32,16.91,N
1470,-38.47598,-72.81998,325.54,1.0,1.0,2022-03-28,338,T,100,6.1NRT,281.86,27.29,N
1471,-38.14998,-72.79706999999999,305.04,1.0,1.0,2022-03-28,338,T,63,6.1NRT,280.93,9.9,N
1497,-35.07441,-71.03775999999999,303.15,2.32,1.47,2022-03-28,525,A,24,6.1NRT,280.22,24.99,N
