,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
1748,-35.756190000000004,-72.4075,309.18,1.04,1.02,2022-05-31,338,T,77,6.1NRT,274.57,14.69,N
1749,-35.10165,-72.13081,317.23,1.07,1.03,2022-05-31,338,T,95,6.1NRT,274.21,21.13,N
1750,-35.086040000000004,-72.12911,308.17,1.07,1.03,2022-05-31,338,T,74,6.1NRT,275.47,14.11,N
1751,-35.08789,-72.14085,328.82,1.07,1.03,2022-05-31,338,T,100,6.1NRT,277.19,35.53,N
1961,-23.82169,-70.31329000000001,314.73,1.1,1.05,2022-05-31,1437,T,68,6.1NRT,298.23,9.59,D
1962,-32.759859999999996,-71.47385,316.73,1.02,1.01,2022-05-31,1440,T,58,6.1NRT,286.99,15.73,D
1963,-32.82654,-71.09763000000001,307.73,1.01,1.0,2022-05-31,1440,T,66,6.1NRT,283.66,10.45,D
1964,-34.10797,-70.45675,316.73,1.0,1.0,2022-05-31,1440,T,77,6.1NRT,282.98,16.76,D
1966,-35.80973,-72.3214,300.26,1.02,1.01,2022-05-31,1440,T,33,6.1NRT,276.67,8.11,D
1967,-36.410740000000004,-72.61005,314.6,1.02,1.01,2022-05-31,1442,T,75,6.1NRT,277.66,18.11,D
1968,-36.412490000000005,-72.59883,306.36,1.02,1.01,2022-05-31,1442,T,63,6.1NRT,276.55,11.86,D
1969,-36.49559,-72.83781,302.62,1.03,1.01,2022-05-31,1442,T,53,6.1NRT,278.54,9.43,D
1970,-36.4974,-72.82630999999999,335.82,1.03,1.01,2022-05-31,1442,T,90,6.1NRT,280.12,43.07,D
1971,-37.21861,-71.71994000000001,304.73,1.0,1.0,2022-05-31,1442,T,60,6.1NRT,276.32,10.3,D
1972,-37.25605,-71.83906,302.9,1.0,1.0,2022-05-31,1442,T,54,6.1NRT,276.45,9.23,D
1973,-37.26506,-71.84109000000001,333.43,1.0,1.0,2022-05-31,1442,T,88,6.1NRT,277.25,37.23,D
1974,-37.59495,-71.97623,309.64,1.0,1.0,2022-05-31,1442,T,69,6.1NRT,276.32,13.82,D
1975,-37.494440000000004,-72.82468,301.61,1.02,1.01,2022-05-31,1442,T,48,6.1NRT,275.78,9.4,D
1976,-37.653209999999994,-72.26601,326.02,1.0,1.0,2022-05-31,1442,T,84,6.1NRT,276.45,28.49,D
