,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
4363,-53.76116999999999,-69.82056,305.34,1.4,1.17,2022-02-02,414,T,14,6.1NRT,271.45,15.75,N
4364,-53.76546,-69.84121999999999,325.01,1.4,1.17,2022-02-02,414,T,71,6.1NRT,276.28,41.64,N
4365,-53.75883,-69.82755,313.68,1.4,1.17,2022-02-02,414,T,71,6.1NRT,272.86,25.54,N
4366,-53.763040000000004,-69.84827,328.51,1.4,1.17,2022-02-02,414,T,96,6.1NRT,277.21,48.72,N
4367,-53.74674,-69.88046999999999,322.35,1.4,1.17,2022-02-02,414,T,67,6.1NRT,279.38,37.55,N
4385,-53.75739,-69.78825,303.18,3.06,1.66,2022-02-02,431,A,26,6.1NRT,275.15,46.23,N
4386,-53.758559999999996,-69.84334,305.67,3.08,1.67,2022-02-02,431,A,51,6.1NRT,275.86,54.6,N
4387,-53.7532,-69.8477,309.27,3.08,1.67,2022-02-02,431,A,55,6.1NRT,276.28,65.06,N
4388,-53.76608,-69.80400999999999,311.96,3.06,1.66,2022-02-02,431,A,61,6.1NRT,275.51,74.46,N
4459,-36.39659,-71.52309,303.83,1.04,1.02,2022-02-02,603,A,57,6.1NRT,284.68,8.33,N
