Unnamed: 0,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
36372,-32.7977,-70.95668,298.64,0.5,0.66,2022-01-02,453,1,nominal,2.0NRT,285.79,1.43,N
36373,-32.7992,-70.95128000000003,297.12,0.5,0.66,2022-01-02,453,1,nominal,2.0NRT,286.32,1.4,N
36374,-32.75805,-71.47928,318.04,0.53,0.67,2022-01-02,453,1,nominal,2.0NRT,284.63,2.95,N
36375,-34.10371,-70.46226999999998,332.19,0.44,0.62,2022-01-02,453,1,nominal,2.0NRT,284.48,6.43,N
36376,-34.10499,-70.4575,332.87,0.44,0.62,2022-01-02,453,1,nominal,2.0NRT,286.75,7.48,N
36787,-50.96414,-70.78344,296.5,0.52,0.41,2022-01-02,457,1,nominal,2.0NRT,274.94,0.62,N
36863,-17.49328,-71.36194,307.97,0.54,0.51,2022-01-02,629,1,nominal,2.0NRT,289.62,3.62,N
36864,-17.49132,-71.35851,317.75,0.54,0.51,2022-01-02,629,1,nominal,2.0NRT,291.4,2.76,N
36865,-23.78272,-70.32185,302.07,0.38,0.59,2022-01-02,629,1,nominal,2.0NRT,284.08,1.27,N
36866,-23.82126,-70.31949,313.3,0.38,0.59,2022-01-02,629,1,nominal,2.0NRT,287.17,1.93,N
36867,-23.82161,-70.31560999999999,317.98,0.38,0.59,2022-01-02,629,1,nominal,2.0NRT,287.49,1.93,N
36871,-27.41638,-70.26132,306.89,0.42,0.61,2022-01-02,631,1,nominal,2.0NRT,288.53,1.78,N
36872,-32.75897,-71.4778,342.56,0.4,0.6,2022-01-02,631,1,nominal,2.0NRT,285.11,2.54,N
36873,-32.75868,-71.48206,295.47,0.4,0.6,2022-01-02,631,1,nominal,2.0NRT,285.4,2.54,N
36874,-32.80018,-70.95329,311.51,0.43,0.62,2022-01-02,631,1,nominal,2.0NRT,286.2,2.1,N
36875,-32.7576,-71.47991999999998,330.94,0.4,0.6,2022-01-02,631,1,nominal,2.0NRT,284.13,2.43,N
36876,-32.757870000000004,-71.47568000000003,312.12,0.4,0.6,2022-01-02,631,1,nominal,2.0NRT,281.63,2.43,N
36877,-32.80122,-70.95528,307.72,0.43,0.62,2022-01-02,631,1,nominal,2.0NRT,286.39,1.97,N
36878,-34.10352,-70.45875,335.64,0.47,0.64,2022-01-02,631,1,nominal,2.0NRT,284.99,6.69,N
36879,-34.10328,-70.46334,318.46,0.47,0.64,2022-01-02,631,1,nominal,2.0NRT,282.49,5.19,N
