Unnamed: 0,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
33698,-36.86338,-71.38325999999998,295.63,0.47,0.48,2022-01-01,512,1,nominal,2.0NRT,276.56,0.96,N
33702,-36.74408,-73.13069,337.83,0.58,0.52,2022-01-01,512,1,nominal,2.0NRT,283.83,5.83,N
33704,-37.00024000000001,-73.16053000000002,296.96,0.57,0.52,2022-01-01,512,1,nominal,2.0NRT,282.4,1.0,N
33705,-37.00371,-73.16299000000002,300.31,0.57,0.52,2022-01-01,512,1,nominal,2.0NRT,282.32,1.18,N
34087,-23.78175,-70.32079,305.69,0.39,0.6,2022-01-01,508,1,nominal,2.0NRT,288.55,1.19,N
34104,-23.822470000000006,-70.31872,331.32,0.39,0.6,2022-01-01,508,1,nominal,2.0NRT,290.03,3.37,N
34615,-32.800670000000004,-70.95546,337.53,0.55,0.51,2022-01-01,510,1,nominal,2.0NRT,287.33,5.98,N
34616,-32.75795,-71.48106,296.54,0.58,0.52,2022-01-01,510,1,nominal,2.0NRT,284.98,1.4,N
34617,-34.10256,-70.45555999999998,302.84,0.48,0.48,2022-01-01,512,1,nominal,2.0NRT,284.08,8.38,N
34618,-34.10674,-70.45775,353.87,0.48,0.48,2022-01-01,512,1,nominal,2.0NRT,287.99,8.38,N
34619,-34.29139,-71.18397,330.17,0.52,0.5,2022-01-01,512,1,nominal,2.0NRT,288.2,4.56,N
34620,-34.29238,-71.1797,327.64,0.52,0.5,2022-01-01,512,1,nominal,2.0NRT,288.01,4.56,N
34621,-34.295970000000004,-71.18512,297.81,0.52,0.5,2022-01-01,512,1,nominal,2.0NRT,284.66,0.73,N
34971,-36.91284,-73.03173000000002,310.63,0.65,0.73,2022-01-01,652,1,nominal,2.0NRT,281.01,3.29,N
34972,-36.91301,-73.02513,303.29,0.65,0.73,2022-01-01,652,1,nominal,2.0NRT,280.55,2.71,N
34973,-36.91413,-73.02723,323.42,0.65,0.73,2022-01-01,652,1,nominal,2.0NRT,281.44,3.68,N
35029,-17.07064,-71.93806,305.97,0.51,0.66,2022-01-01,648,1,nominal,2.0NRT,286.37,1.57,N
35030,-17.4868,-71.36185,299.65,0.56,0.69,2022-01-01,648,1,nominal,2.0NRT,285.0,4.9,N
35031,-17.49316,-71.3625,349.53,0.56,0.69,2022-01-01,648,1,nominal,2.0NRT,285.62,4.9,N
35032,-17.493579999999998,-71.35812,311.83,0.56,0.69,2022-01-01,648,1,nominal,2.0NRT,285.07,4.9,N
