,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
1266,-17.4911,-71.35629,304.13,1.01,1.0,2022-07-15,313,T,59,6.1NRT,283.61,9.56,N
1282,-27.41422,-70.26284,316.71,1.07,1.03,2022-07-15,308,T,94,6.1NRT,279.69,20.88,N
2438,-32.71783,-70.72035,300.29,1.16,1.07,2022-07-16,1450,T,34,6.1NRT,279.73,8.02,D
2486,-23.824379999999998,-70.31394,313.57,1.02,1.01,2022-07-16,1448,T,69,6.1NRT,298.11,8.16,D
5105,-34.1045,-70.44893,312.05,1.08,1.04,2022-07-19,550,A,84,6.1NRT,274.33,18.54,N
6335,-34.10944,-70.46001,301.75,1.01,1.01,2022-07-20,323,T,44,6.1NRT,276.01,9.61,N
6336,-32.80207,-70.95476,314.42,1.01,1.0,2022-07-20,325,T,89,6.1NRT,277.64,17.59,N
7321,-35.59304,-69.51856,313.53,1.03,1.02,2022-07-20,1834,A,74,6.1NRT,293.21,10.97,D
7333,-32.80299,-70.94865,312.72,1.08,1.04,2022-07-20,1836,A,73,6.1NRT,293.4,11.17,D
7334,-32.80449,-70.96023000000001,311.78,1.08,1.04,2022-07-20,1836,A,72,6.1NRT,292.72,10.41,D
7335,-32.76955,-71.47788,307.55,1.12,1.06,2022-07-20,1836,A,57,6.1NRT,289.8,8.36,D
7336,-32.42366,-70.99526999999999,300.76,1.07,1.03,2022-07-20,1836,A,39,6.1NRT,290.44,3.45,D
